Text,Label
petrol ki qeemat december ke liye barqarar rakhne ka faisla petrol ki qeemat me kami ki tajweez thi jo nahi karrahay ishaq dar,Negative
lyari lee market salaar compound aur aitraf me rangers ka search operation bhari tadad me aslah baramad,Negative
baldia town mn ki rally pr phatrao intikhabi umeedwar samet karkun zakhmi garriyon ku nuqsan tarjuman e islami,Negative
purani subzi mandi main pti ji aur mqm kay mabain tasadam rangers jaye waqua per pohanch gayi,Negative
super star aamir khan ko thappar marne wale shakhs ko aik lakh rupey inam diya jaye ga,Negative
pti ne phir ayaz sadiq ki kamyabi challenge kar di na me vote muntaqil intikhab kaladam qarar diya jaye tribunal me darkhwast,Negative
janbahaq pilot khatoon maryam ki n janaza ada army chief ka maryam ki bahaduri or qurbani ko khiraj tehsin ahal e khana se taziat,Negative
mqm r committee pakistan or london ka hangami ijlas mqm k intikhabi dafatir pr rangers k chahpo k khilaf ahtijaj ka faisal,Negative
mir ghazanfar ali khan ne governor gilgit k ohday ka halaf utha lia wazir e azam ki amad per sarken band schools k parchay mutasir,Negative
roosi wazir dakhla ka daura turkey multavi,Negative
salamti council ka hangami ijlas bhi talab,Negative
afrad k qatal k khilaf kashmirion ka ehtijaj,Negative
ferozewala me firing se counselor zakhmi bv janbahaq,Negative
wazir e mumlikat saira afzal k walid ko shikast pti k mamoon jaffar kamyab,Negative
umarkot me dhandli k khilaf pti ka kal hartal ka elaan,Negative
party bazi ka anjam betay ne baap ko goli maar kar khudkushi kar li,Negative
gujranwala me pmln karkuno ne pti karkun ki tang torr di,Negative
har kisi sy in ki umeed na rako,Negative
q k bohat kam log dil k ameer hoty hain,Negative
gharelu mulazma qeemti samaan jewellery or cash lekar farar,Negative
america ki mukhtalif riyasato main masjid ko bomb sy urane ki dhamki amez call,Negative
cananda k sobay ontiaro me masjid ko aag lagadi gai masjid ko aag lagana musalmano se nafrat ka izhar hai,Negative
jinnah international airport par customs ki karrewai dubai se anay walay pakistani musafiron say mobile phone baramad,Negative
tangien khenchne walay humari nahi mulk ki tangien khench,Negative
rahay hen mulk mushkilat se niklay jaye phir siyasat karenge pm nawaz sharif,Negative
december ko taqatwar zalzalay ki waja se azeem mississippi darya,Negative
apni baat dosron tak pohanchane ke liye aap ka chillana zaroori nahi,Negative
agar aap ki divorce ko baras ka arsaa beet chukka ho to aap ki zindagi aik nae dhap par aa chuki hoti hai,Negative
jab main pehle pehal pakistan aai to sab he ne kaha ke tum kamiyab nahi ho sakogi,Negative
mujhe rangon aur mardon ke malbosaat ke barey mein ziyada sojh bojh nahi,Negative
imran aise kapre pasand nahi karte jo in ke liye araamdey nah on,Negative
mera khayal tha k yeh bohat khaufzada karne wala tajurba ho ga aur main ne yeh bat imran se bhi kit hi,Negative
main ne in se kaha tha ke in ka celebrity status mujhe khaiyf kar raha hai,Negative
bohat se khush haal afraad ne saal ke bachon ko gharelo mulazim rakha hua hai,Negative
nwfp mein sanati mulazmeen ke liye to kam se kam ujrat muqarrar kar di gai lekin gharelo mulazmeen ke liye aisa kuch nahi hua,Negative
pakhtono ko dosron se mukhtalif aur stereo type ka samaja jata hai,Negative
street children ko sarkon par nahi rehna chahiye,Negative
in se in ka bachpan chinn jata hai,Negative
main chahti hon ke aise bachen taleem hasil karen taa ke jab wo baras ke hon to apni purani zindagi ki taraf na laut jae na he drugs mein panah dhondein,Negative
ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye,Negative
har waqt giley shikwey karne walon se mujhe koi hamdardi nahi,Negative
humen bahane nahi dhondne chahiye,Negative
mere paas party ka koi auhda nahi,Negative
teesri dafa prime minister banne wale nawaz sharif bhi kuch na kar sake,Negative
shoes ka mera shauq ab kae had tak khatam ho chukka hai,Negative
main gym nahi jati,Negative
hamare khandan mein weight barhne ka rujhaan hai he nahi,Negative
rahai mili to chand mah bad mah key leyae karachi jail mein band ker dea gaya,Negative
mein teesri martaaba unhein mah key leae qaid ker dea gea,Negative
ansar burney wazir mein banney wali nigran hukumet mein ansar burney wazir bhi rah chukey hain apni wizaret key dauran unhon ney kae aisey faisley aur iqdemat kea jinhain baz halqon ki taref sey saraha gea aur baz halqon ki taref dey tanqeed ka nishana banaya gea,Negative
magar is hadse ne mere dil o dimagh mein aik shaded taghaiyour paida kar deya hai,Negative
mere leye duniya ke mamlat mein dilchaspi lena aur duniya mein barhne ki khuwahish karna sirf waldah sahiba ke dam se tha,Negative
ab ye halat hai ke mout ka intezar hai,Negative
duniya mein mout sab insanon tak pohanchti hai aur kabhi kabhi insan bhi mout tak pohanch jata hai,Negative
mere qalb ki mujodah kefiyat ye hai ke wo to mujh tak pohanchti nahi kisi tarah main us tak pohanch jaoon,Negative
us waqat urton ko samaji khidmat aur hajatmandon ki imdad ka koi tajurba na tha,Negative
ye siyasat se koi sarokar nahi rakhti,Negative
ki jung ne aap ko intehai zehni sadme se do char kiya aur aap ne apne fan ke zarye jung aur us ke nuqsanat se logon ko agah kar ke ye dars deya ke jung sirf nuqsan hi nuqsan hai,Negative
ibteda mein wo dosre bachon ki tarah normal jismani ehliyaton ki malik thein lekin mah ki umar mein aik khofnak marz ke hamle ne us ka dimagh maoof kar deya,Negative
ilaj se us ki jan to bach gai lekin wo hameshah ke leye nabena aur behri ho gai us par mustazad ye ke jo alfaz wo bol sakti thi wo bhi bhol gai,Negative
ibtedai chand saal us ne mayosi aur tariki mein guzare,Negative
halen keller ki waldah us ke liye bohat pareshan rehti thein,Negative
magar mujhe malom tha ke mujhe ghar se baasani ijazat nahi mile gi,Negative
is leye mahine tak main apni family ko is khuwahish k amli jama phenane ke leye manati rahi ke mujhe practice karne dein,Negative
darasal mery ghar wale aur degar family members sirf is wajah se mujhe ijazat de mein mali kar rahe the ke qanon ka shuba bari had tak sirf mardon ka shuba samjha jata tha,Negative
un ka khayal tha ke main bila wajah musibatein uthaon gi,Negative
un ka kehna hai ke hain aur mazhab ne khawateen ko kafi hoqoq deye hain aain ki ro se urat aur mard ki takhsis jins ki wajah se koi nahi hai magar majmoi tor par samaji rawaiya urton ki taraki ke khilaf hai,Negative
mother teresa ne musalsal kaam jari rakhalekin mie girti sehat ne un ki karkardagi ko mutasir karna shuru kar diya,Negative
pori duniya mein mother teresa ki mout ka sog manaya gaya aur dor daraz se log un ke janaze mein shirkat karne ke leye pohanche,Negative
kise malom tha ke ye bandhan aik ese almiye par anjam pazir ho ga jo logon ko aindah na jane kitne barson tak afsurdah karta rahe ga,Negative
paris ke aik zer e zamin raste par car ke khofnak hadse mein un ki halakat ke foran bad aik khayal to ye bhi samne aaya tha ke media ki mohabat ne hi dar haqiqat un ki jan le li,Negative
driver in photographers se bachne ke leye hi gari ki rafter barhata chala gaya lekin bad mein ye khayal ghalat sabit ho gaya,Negative
bohat se logon ka khayal tha ke princes charles ki surat mien shayad saal ki umar mein lady diana ko apni khuwabon ka shahzadah mil gaya tha lekin shadi ke chand saal bad hi diana ke chehre par is nakhushi ki parchaiyan nazar aane lagi thein aur un ki baton mein is na aasodgi ka suragh milne laga tha jo kam iz kam kisi esi larki ki zindagi mein nazar nahi aasakti jis ne apne khuwabon ke shahzadae ko pa liya ho,Negative
is ke bajaye wo kisi ese qafas ki qedi lagti thein jise insani aankh dekh nahi pati thi,Negative
agar zindagi moqa deti to shayad ye muhim natija khez sabit hoti,Negative
princes charles se august ko baqaidah talaq ke bad wo jitney arse zindah rahein is doran yake bad degare do mardon se un ka taluq khatir istawar howa,Negative
is din ko yad kar ke aaj bhi be shumar dil sogwar ho jate hain,Negative
january mein hazara market ke bomb blast edhi razakaar shaheed zakhmi hue jab ke edhi ambulance mukammal taur par tabah ho gai,Negative
khun kay insaniyat ki khidmaat per pakistan mein institute of business administration say doctorate ki azarai digri di gai hai,Negative
genis book of world record woh iss baat ko bhi sakht napasand karte hain jab log in ki ya in kay kam ki taref kartey hain,Negative
bht hi bura,Negative
itny paiso mein is se acha mascara apko koi nahi milay ga is mein sare mehngay mascara wale qualities hain longlasting hay smurdge nahi huta buy it wityhout any doubt,Negative
pounds ka same product local market mien rs mien mujood hey koie pagal he hoga jo tcs charges pay kara ga,Negative
bohat zada khaas product nahi hai yeh bas aggar yeh use karkay pictures leni hain to theek hai lekin aggar koi qareeb say dekhay ga to pata chal jayega kay pattern baldness hai aur innatural koi cheez use hui wi hai works ok in sunny days and its sweat resistant its prupose is to cover the pattern baldness and for me it does that but for a short period of time it should be better in quality and should stay for a little long,Negative
maine kemei ki or bhi mmachines use karta hun or ye mujhe naya desgin laga tou maine mangwaliya or yaqeen jaanen ye wali machine mein who baat nahi hai iska result wesa nai ata isko bhot zada chipkaana parhta hai mun se tab jakar ye sahi cut karta hai meine isko jab istimaal kia uske baad maine note kia ke kahin kahin par baal reh gaye thay kemei ki purani saadi machines mein esa kabhi nahi hota tha iski toh price bhi zada hai toh isko or acha hona chahiye,Negative
bhai jaan ya same cheez jo ap sell kar raha ho who parchoon ki dukaan pkr rupa ka para hai is main ap na kiya sona ka waqak lagaya hai is liya mangha bach raha ho,Negative
jesa maine socha tha yeh mask mjhe wesa nahi laga yeh bohat hi liquid form me hain kafi patla b hai lagate lagate dry hona shru hojata hai isliye thick layer lagana sahi rehta hai lekin phir b yeh saray blackheads ko nahi nikal pata bs kuch dair k liye face ko oil free and clean kardeta hai,Negative
mujhe tou yeh charcoal mask itna faiday mand nai laga lagta tyou shuruh mein bara acha tha bari achi packaging thee aur reviews bhee bohat achay thay mein ne lelia lekin result nai aaya tha acha,Negative
abi tk to koi frq nae pra bar use kr lya aagy dekhty hain kya hota hai,Negative
april ko akram shaheed ki kaman mein c company ne hazil hit ke muqam par qabza kiya,Negative
major muhammad akram shaheed ko may ko hili ke muqam par fire kar deya gaya,Negative
major akram ne gaz aage barh kar dushman ke teen tank tabah keye jab ke dushman ki taraf se jawabi hamle mein major muhammad akram shaheed ki company ka sirf aik supahi shaheed howa,Negative
is marke mein major muhammad akram shaheed bhi hamle ki zad mein aagaye aur goliyon ki bochar ne ap ka sena shaq kar diya,Negative
major asif haroon aur lance havaldar mir nawaz major muhammad akram shaheed ka jasd e khaki utha kar laye to sari company par sakta tari ho gaya,Negative
kehne lage ke hum hukumat se ziyadah pese lete hain is leye marne ka haq bhi phele humein hai,Negative
is mein koi shukk nahi ke is se pehle yunanis ko geography ka ilm tha lekin musalmano ne jab is maidan mein qadam rakha to europe mein geography ki hesiyat aik bholi basri kahani ki ho gait hi,Negative
par achanak un ka instructor garhi mein sawar ho kar run way par aa gaya aur rashid minhas ke hamrah tayyarey mein beth gaya,Negative
muteeurrehman name is bangali officer ne tayyarey ka control sambhal liya aur karachi mein apne sathiyon ko peygham dete hue kaha,Negative
main jodhpur jar aha hon tumhe mere aehloayaal ko sath le kar forum hindustan highway commision chale aao aur wahan panah le lo,Negative
yeh sunte he rashid minhas samajh gaey ke unhe aur un ke tayyarey ko kidnap kiya jar aha hai,Negative
unho ne forum maripur ke control tower ko par peygham diyake mujhe kidnap kiya ja raha hai,Negative
nez ghadara instructor ke sathiyon ko hindustani high commision mein panah lene se roko,Negative
rashid minhas ki yeh harkat dekhte he muteeurrehman ne chloroform mein bheega hua romaal un ki naak par rakh kar unhe beyhosh karne ki koshish ki,Negative
usi dauran par control tower se peygham mila ke tayyarey ko kidnap hone se bachaya jae,Negative
lekin us dauran rashid minhas beyhosh ho chuke the aur ghaddar muteeurrehman degree ke zawiye par tayyarey ko bharat ki taraf urhae chala jar aha tha,Negative
par rashid minhas ko zara sa hosh aya to unho ne control tower ko aik bar phir peygham diya ke mujhe kidnap kiya jar aha hai aur muteeurrehman se kashmakash jari hai,Negative
ajeeb ittefaq hai ke rashid minhas ke grandfather abdullah minhas bhi august ko baroz jummatulmubarak par inteqal kar gaey tha,Negative
bilkul isi tarha rashid minhas ne bhi august baroz jummatulmubarak par wafat paai,Negative
chaudhry aslam par mawara e adalat ke qatal ke ilzamat bhi lage,Negative
mein chaudhry aslam aur un ki team par aghwa barae tawan ki wardaton mein mulawis aham mulzimmashoq barohi ko jail police muqable mein halak karne ka muqadama darj kiya gaya aur un samet pollice afsaran aur ahalkaron ko giraftar kar liya gaya tha jin mein irfan bahadur sarwar commando aur nasir ul hassan shaheed ka naam qabil e zikar hai,Negative
chaudhry aslam par is se qabl bhi hamle howae the un par phela hamla january mein gizri ke elaqe mein howa un par dosra hamla september ko un ki rehaishgah par howa,Negative
july ko essa nagri ke elaqe mein chaudhry aslam ke conway ko boom se urane ki koshish ki gai thi aur un par chotha hamla january ko howa jis mein chaudhry aslam apne do muhafizon samet shaheed ho gaye,Negative
ap ke muqable dushman ki do foji bateleyan foj thi,Negative
december raat baje dushman ke tank ka aik gola un ke sene ke daein janib alaga aur wo wahein par shaheed ho gaye,Negative
shahadat se phele un ke akhiri alfaz yehi the pul par qaza na hone dena,Negative
major shabbir sharif shaheed watan se mohbat ka itna azeem jazba rakhte the ke unhein is ke muqabale mein apni jan ki bhi koi parwah nahi thi,Negative
phir aik din tehrik e talban pakistan ki taraf se ye bhi kaha gaya ke malala bach gai hai usse hum dobarah marne ki koshish karein ge,Negative
ab ye pori quom ko sochna ho ga ke agar hum pakistan ko waqai aman ka gehwara banana chahate hain to humein malala ka sath dena chahiye ya us ka sath chor dena chahiyephir aik kitab bhi malala ke naam se english mein shaya hoi jis ka naam hai main malala hun,Negative
ye kitab bhi matnaza their ab tak is par behas ho rahi hai,Negative
america ke saddar barak obama se mulaqat united nations mein khitab aman ke nobel inaam ke leye namzadgi aur nakami ke elawa bohat si degar baatein malala ki zat ko ab bhi behas ka markaz banaye rakhti hain,Negative
doran e jang aik esa marhala aya ke muhammad mahfuz shaheed ki machine gun dushman ke aik gole ki zarb se tabah ho gai,Negative
isi doran bharti supahi un par bal pare,Negative
lance naik muhammad mahfooz shaheed ne aik bharti ke gala ghotne ki koshish ki to aik dosre bharti supahi ne apni gun se unhen shaheed kardeya,Negative
jam e shadat nosh karte waqat muhammad mahfooz shaheed ke hath mein bharti foj ki garden thi,Negative
ka mutafiqa aain manzor ho chukka tha lekin balochistan ke halat mein therao nahi tha,Negative
zulfikar ali bhutto ki mun zor siyasat balochistan mein apna rasta kushada karne oar bazid thi,Negative
